Title,Artist,"Artist (Last, First)",Series,Volume,Online Videos,Labels,Catalog Number,Country,Release Year,Original Release Year,Tracks,Versions,Genres,Styles,Composers,Orchestras,Conductors,Performers,Writers,Production Companies,Producers,Description,Edition,Media,Format,Content Type,Length,Vinyl Size,Vinyl Speed,List Price,Language,Packaging,Number Of Volumes,UPC-EAN13,Favorites,Rating,Physical Location,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Cover Condition,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,discogs Release ID,Category,Wish List,Previously Owned,Uploaded Image URL,Activities
心中无别人,五月天,五月天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2022/02/06 11:51:31.899819016,,,,,,,,,,0,0,,
新鸳鸯蝴蝶梦,黄安,黄安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/03/19 08:25:00.763599872,,,,,,,,,,0,,,
星星点灯,郑智化,郑智化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:57:52.221880912,,,,,,,,,,0,0,,
修炼爱情,林俊杰,林俊杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:54:40.296479940,,,,,,,,,,0,0,,
烟花易冷,周杰伦,周杰伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:44:50.866313934,,,,,,,,,,0,0,,
痒,黄龄,黄龄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/03/19 01:17:31.623207092,,,,,,,,,,0,0,,
遥若如今,河北工程大学,河北工程大学,河北工程大学毕业歌,,,微电影主题曲,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 07:45:42.531239032,,,,,,,,,,0,0,,
野孩子,杨千嬅,杨千嬅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:01:30.246585845,,,,,,,,,,0,,,
叶惠美,周杰伦,,,,,,,,2004,,"[{""title"":""1. 以父之名"",""duration"":343},{""title"":""2. 儒夫"",""duration"":219},{""title"":""3. 晴天"",""duration"":270},{""title"":""4. 三年二班"",""duration"":281},{""title"":""5. 东风破"",""duration"":315},{""title"":""6. 你听得到"",""duration"":231},{""title"":""7. 同一种调调"",""duration"":232},{""title"":""8. 她的睫毛"",""duration"":233},{""title"":""9. 爱情悬崖"",""duration"":263},{""title"":""10. 梯田"",""duration"":213},{""title"":""11. 双刀"",""duration"":291},{""title"":""12. 星晴"",""duration"":259},{""title"":""13. 简单爱"",""duration"":271},{""title"":""14. 爱在西元前"",""duration"":235},{""title"":""15. 爷爷泡的茶"",""duration"":235},{""title"":""16. 半兽人"",""duration"":271},{""title"":""17. 龙拳"",""duration"":259}]",,Pop,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2021/11/10 05:17:15.342361927,,,,,,,,14861360,,0,0,https://img.discogs.com/EBEanblj3bQ5THJ3Ge2D_ZAC3M4=/fit-in/600x598/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14861360-1583003886-2199.jpeg.jpg,
夜空中最亮的星,逃跑计划,逃跑计划,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:34:22.396284103,,,,,,,,,人生,0,,,
夜之光,花姐,花姐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:20:25.076370000,,,,,,,,,,0,0,,
一百万个可能,Christine Welch,"Welch, Christine",,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:26:28.065825939,,,,,,,,,人生,0,0,,
一千个伤心的理由,张学友,张学友,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:04:51.413162946,,,,,,,,,,0,,,
一生有你,水木年华,水木年华,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:10:12.079838037,,,,,,,,,,0,,,
一条大河,郭兰英,郭兰英,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 23:29:46.560400962,,,,,,,,,,0,,,
以父之名,周杰伦,周杰伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:41:56.850823879,,,,,,,,,,0,0,,
义勇军进行曲,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:43:58.367887973,,,,,,,,,,0,0,,
勇敢勇敢,黄勇,黄勇,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:16:04.214272975,,,,,,,,,人生,0,,,
勇气,梁静茹,梁静茹,,,,,,China,2009,,"[{""title"":""1. 勇气"",""duration"":0},{""title"":""2. 如果有一天"",""duration"":0},{""title"":""3. 半个月亮"",""duration"":0},{""title"":""4. 没有水的游泳池"",""duration"":0},{""title"":""5. 最烂的理由"",""duration"":0},{""title"":""6. 爱你不是两三天"",""duration"":0},{""title"":""7. 爱计较"",""duration"":0},{""title"":""8. 昨天"",""duration"":0},{""title"":""9. 多数是晴天"",""duration"":0},{""title"":""10. 最后"",""duration"":0}]",,Pop,,,,,,,,,,,,,专辑,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 04:35:24.005034923,,,,,,,,13569421,爱情,0,,http://musicugc.cdn.qianqian.com/ugcdiy/pic/ebedc854b5a8be9accb9b9bd54936231.jpg,
用尽我的一切奔向你,周笔畅,周笔畅,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:59:40.263767004,,,,,,,,,爱情,0,0,,
用心良苦,张宇,张宇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:09:37.524682998,,,,,,,,,,0,,,
有没有人告诉你,钟明秋,钟明秋,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:34:45.255367994,,,,,,,,,爱情,0,,,
有种,火箭少女101,火箭少女101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:20:37.537258148,,,,,,,,,,0,0,,
怨苍天变了心,谭晶,谭晶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:49:16.779993057,,,,,,,,,,0,,,
在人间,王建房,王建房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:56:44.679543972,,,,,,,,,爱情,0,0,,
在雨中,汪峰,汪峰,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 08:21:50.679483890,,,,,,,,,,0,0,,
早知道在家待这么久,张尕怂,张尕怂,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.500000,,,,,,0,,,,,,2020/02/21 09:22:44.640501976,,,,,,,,,,0,,,
长路漫漫伴你闯,林子祥,林子祥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:58:19.214779853,,,,,,,,,,0,0,,
真爱,张学友,张学友,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:12:51.433604001,,,,,,,,,,0,,,
真的爱你,beyond,beyond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/03/01 21:52:02.521103858,,,,,,,,,爱情,0,0,,
拯救,孙楠,孙楠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:13:17.344963073,,,,,,,,,爱情,0,0,,
知足,五月天,五月天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:45:46.959097862,,,,,,,,,,0,,,
只对你有感觉,飞轮海,飞轮海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:31:43.454609870,,,,,,,,,爱情,0,0,,
只要平凡,"张杰,张碧晨","张杰,张碧晨",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:58:51.786986827,,,,,,,,,人生,0,,,
中国话,S.H.E,S.H.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:37:14.276749134,,,,,,,,,,0,0,,
钟无艳,谢安琪,谢安琪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:48:53.591030120,,,,,,,男不听七友，女不听钟无艳。,,,0,,,
祝你一路顺风,吴奇隆,吴奇隆,,,,,,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:35:19.402035951,,,,,,,,,,0,0,,
追光者,岑宁儿,岑宁儿,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 19:31:32.562614917,,,,,,,,,,0,0,,
追梦赤子心,GALA,GALA,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:16:22.222563028,,,,,,,,,人生,0,,,
追梦人,凤飞飞,凤飞飞,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:40:09.015450954,,,,,,,,,人生,0,,,
走马,摩登兄弟,摩登兄弟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:25:07.050991058,,,,,,,,,,0,,,
走马,陈粒,陈粒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:24:54.021225214,,,,,,,,,,0,0,,
A Sky Full of Stars,Coldplay,Coldplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:13:29.302016973,,,,,,,,,,0,,,
Angel of the Morning,Juice Newton,"Newton, Juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 21:02:45.562639951,,,,,,,,,,0,0,,
Animals,Maroon 5,"5, Maroon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:39:23.828387022,,,,,,,,,,0,,,
Asphyxia,逆时针向,逆时针向,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:29:47.454004764,,,,,,,,,纯音乐/器乐,0,0,,
Auld Lang Syne,Charlie Landsborough,"Landsborough, Charlie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:18:47.653005123,,,,,,,“我们浪费掉了太多的青春，那是一段如此自以为是、又如此狼狈不堪的青春岁月，有欢笑，也有泪水；有朝气，也有颓废；有甜蜜，也有荒唐；有自信，也有迷茫。我们敏感，我们偏执，我们顽固到底地故作坚强；我们轻易的伤害别人，也轻易的被别人所伤，我们追逐于颓废的快乐，陶醉于寂寞的美丽…”——叶京,,,0,0,,
Bad Romance,Lady Gaga,"Gaga, Lady",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:09:55.034765005,,,,,,,,,,0,0,,
Beat It,迈克尔•杰克逊,迈克尔•杰克逊,,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 11:58:41.650928974,,,,,,,,,,0,0,,
Beautiful In White,Shane Filan,"Filan, Shane",,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:30:57.700116157,,,,,,,,,爱情,0,0,,
Bohemian Rhapsody,Queen,,,,"[{""title"":""Queen - I'm In Love With My Car (Official Video)"",""youtubeID"":""oaEM4JYFPfw""},{""title"":""Queen – Bohemian Rhapsody (Official Video Remastered)"",""youtubeID"":""fJ9rUzIMcZQ""}]",,,,1975,,"[{""title"":""A. Bohemian Rhapsody"",""duration"":0},{""title"":""B. I'm In Love With My Car"",""duration"":0}]",,Rock,,,,,,,,,,,,,单曲,,,,,,,,,0,0.000000,,,,,,0,,,,,,2021/11/20 11:45:41.687861919,,,,,,,,5246929,,0,0,https://img.discogs.com/HpEov70vs38nPLP3Nq2buKQ_FUo=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-5246929-1519731821-8930.jpeg.jpg,
Born This Way,Lady Gaga,"Gaga, Lady",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:54:01.824202060,,,,,,,,,,0,,,
Breath and Life,Audiomachine,Audiomachine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:37:58.262433052,,,,,,,,,纯音乐/器乐,0,0,,
Brothers In Arms,Dire Straits,"Straits, Dire",,,"[{""title"":""Dire Straits - Brothers In Arms - (album completo)"",""youtubeID"":""eX0IjD5DPQI""},{""title"":""Dire Straits - Brothers in Arms ( war version )"",""youtubeID"":""qGpwKQo5_Z0""},{""title"":""Dire Straits - Brothers in arms official video clip 1985, mark knopfler"",""youtubeID"":""2PX_1rvmu5A""},{""title"":""Dire Straits - Money For Nothing Original video"",""youtubeID"":""7Q2SUXn6rSU""},{""title"":""Dire Straits - Money For Nothing music video (Good quality, all countries)"",""youtubeID"":""lAD6Obi7Cag""},{""title"":""Dire Straits - Walk of Life (with Eric Clapton) (Live @ Wembley Arena, 1988) HD"",""youtubeID"":""67PqPZbFSsQ""}]",,,Europe,1985,,"[{""title"":""1. So Far Away"",""duration"":311},{""title"":""2. Money For Nothing"",""duration"":506},{""title"":""3. Walk Of Life"",""duration"":252},{""title"":""4. Your Latest Trick"",""duration"":393},{""title"":""5. Why Worry"",""duration"":511},{""title"":""6. Ride Across The River"",""duration"":418},{""title"":""7. The Man's Too Strong"",""duration"":280},{""title"":""8. One World"",""duration"":220},{""title"":""9. Brothers In Arms"",""duration"":420}]",,Rock,Classic Rock,,,,"Drums - Omar Hakim,Vocals - Guy Fletcher,Vocals - Mark Knopfler,Keyboards - Guy Fletcher,Vocals - John Illsley,Bass - John Illsley,Drums - Terry Williams (3),Guitar - Mark Knopfler,Keyboards - Alan Clark",,,,,,CD,,专辑,,,,,,,,,0,5.000000,,,,,,0,,,,,,,,,,,,,,768493,,0,,https://img.discogs.com/CVIiEpaWFHBIKHJv6qilrQuDNuw=/fit-in/600x603/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-768493-1441767625-6918.jpeg.jpg,
Burn,Ellie Goulding,"Goulding, Ellie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:48:44.558503150,,,,,,,,,,0,,,
Champion,The Chevin,"Chevin, The",,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:55:05.756919860,,,,,,,,,运动,0,,,
Chasing The Wind,Josiah James,"James, Josiah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:23:57.940137863,,,,,,,,,,0,,,
Cheap Thrills,Sia,Sia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:40:58.816962003,,,,,,,,,爱情,0,0,,
Counting Sheep,SAFIA,SAFIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:54:14.560350894,,,,,,,,,,0,0,,
Counting Stars,One Republic,"Republic, One",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/03/01 22:34:43.405274868,,,,,,,,,,0,,,
Cry On My Shoulder,Deutschland sucht den Superstar,"Superstar, Deutschland sucht den",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:52:19.038547039,,,,,,,,,,0,,,
Dark Horse,"Katy Perry,Juicy J","J, Katy Perry,Juicy",,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:53:13.313712120,,,,,,,,,,0,,,
Dark Paradise,Lana Del Ray,"Ray, Lana Del",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:40:29.286162853,,,,,,,,,,0,,,
Demons,Imagine Dragons,"Dragons, Imagine",,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:41:19.692410945,,,,,,,,,,0,,,
DiDaDi,李玟,李玟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:22:35.228219032,,,,,,,,,,0,0,,
Don't Cry,Guns N' Roses,"Roses, Guns N'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 11:57:43.835837841,,,,,,,,,,0,,,
Dream It Possible,Delacey,Delacey,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:08:53.138589859,,,,,,,,,人生,0,0,,
EI Dorado Dubstep（Remix）,Two Steps From Hell,"Hell, Two Steps From",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:31:51.110350131,,,,,,,,,纯音乐/器乐,0,,,
Empire of Angels,Thomas Bergersen,"Bergersen, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:26:02.983663082,,,,,,,,,纯音乐/器乐,0,0,,
Everglow,Coldplay,Coldplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:13:01.382732868,,,,,,,,,,0,,,
Fight Song,Rachel Platten,"Platten, Rachel",,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:14:08.061255931,,,,,,,,,人生,0,0,,
First Love,宇多田光,宇多田光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:52:32.454859018,,,,,,,,,爱情,0,0,,
Five Hundred Miles,Justin Timberlake,"Timberlake, Justin",,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:41:49.554170131,,,,,,,,,,0,0,,
Freedom Is Ours,Epic Score,"Score, Epic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:02:09.039911031,,,,,,,你见过什么样的中国，是九百六十万平方公里的辽阔，还是三百六十万平方公里的澎湃，是四季轮转的天地，还是冰与火演奏的乐章。像鸟儿一样，离开地面，冲上云霄，结果超乎你的想象。                                 ——航拍中国,,,0,,,
Gasoline,Halsey,Halsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:32:54.707700967,,,,,,,,,,0,,,
Ghost of Me,Daughtry,Daughtry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:41:37.212515830,,,,,,,,,,0,,,
Go Time,Mark Petrie,"Petrie, Mark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:39:06.873083114,,,,,,,,,纯音乐/器乐,0,0,,
Good Time,"Owl City,Carly Rae Jepson","Jepson, Owl City,Carly Rae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:29:42.054585933,,,,,,,,,爱情,0,,,
Good Time,Owl City,"City, Owl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:48:40.422017097,,,,,,,,,,0,,,
Hall of Fame,The Script,"Script, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:53:57.864616870,,,,,,,,,,0,0,,
Halo,Beyonce,Beyonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:53:17.740324020,,,,,,,,,,0,,,
Heal the World,迈克尔•杰克逊,迈克尔•杰克逊,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 11:44:31.525620937,,,,,,,,,,0,0,,
Hello,Adele,Adele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:38:29.114604949,,,,,,,,,,0,,,
Here We Are Again,Various Artists,"Artists, Various",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:30:36.247353076,,,,,,,,,纯音乐/器乐,0,0,,
Here With You,Asher Monroe,"Monroe, Asher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:47:07.770299911,,,,,,,,,爱情,0,0,,
Hero,Family of the Year,"Year, Family of the",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:42:55.655497074,,,,,,,,,,0,,,
Hey Jude,The Beatles,"Beatles, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 11:59:29.894943952,,,,,,,,,,0,,,
Hope,Silver Screen,"Screen, Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:00:52.160079002,,,,,,,,,,0,,,
Horizon,Janji,Janji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:14:51.967402935,,,,,,,,,纯音乐/器乐,0,0,,
Hotel California,Eagles,Eagles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 11:59:03.126616001,,,,,,,,,,0,0,,
Hymn For The Weekend,Coldplay,Coldplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:12:43.425758838,,,,,,,,,,0,,,
I Bet My Life,Imagine Dragons,"Dragons, Imagine",,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:20:54.927346944,,,,,,,,,,0,,,
I Just Wanna Run,The Downtown Fiction,"Fiction, The Downtown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:56:06.580317974,,,,,,,,,,0,,,
I Need A Doctor,Eminem,Eminem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/25 04:29:16.217504978,,,,,,,,,,0,,,
I Will Always Love You,Whitney Houston,"Houston, Whitney",,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 11:45:56.925737857,,,,,,,,,爱情,0,0,,
I Will Always Love You,Dolly Parton,"Parton, Dolly",,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 11:45:56.925737857,,,,,,,,,爱情,0,0,,
If Today Was Your Last Day,Nickelback,Nickelback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/13 00:53:19.348763942,,,,,,,,,,0,0,,
If You Could See Me Now,The Script,"Script, The",,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:56:00.369750022,,,,,,,,,亲情,0,,,
illusionary Daytime,Shirfine,Shirfine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:37:01.056411027,,,,,,,,,纯音乐/器乐,0,,,
Immortals,Fall Out Boy,"Boy, Fall Out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 15:07:48.631844997,,,,,,,,,,0,0,,
In The End,Linkin Park,"Park, Linkin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 11:56:28.482442855,,,,,,,,,,0,0,,
It's My Life,Bon Jovi,"Jovi, Bon",,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:54:24.607622146,,,,,,,,,,0,,,
It's Not Over,Daughtry,Daughtry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 14:41:56.094725131,,,,,,,,,,0,0,,
Journey,Capo Productions,"Productions, Capo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:21:19.505964040,,,,,,,,,纯音乐/器乐,0,0,,
Journey 旅程,肖恩 Shaun Gibson,"Gibson, 肖恩 Shaun",,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/01/12 20:19:55.888360023,,,,,,,,,,0,,,
Last Dance,伍佰,伍佰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/22 13:44:12.015383958,,,,,,,,,,0,0,,
Last of the Wilds,Nightwish,Nightwish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:22:41.088698863,,,,,,,,,纯音乐/器乐,0,,,
Lemon Tree,Fools Garden,"Garden, Fools",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,,,,,0,,,,,,2020/02/21 12:06:00.597383022,,,,,,,,,,0,,,
