Title,Original Title,TV Show Volume Title,Content Type,Collection Type,Series,Volume,Runtime,Original Release Year,Release Year,Release Date,First Air Year,First Air Date,Last Air Year,Last Air Date,Number Of Seasons,Genres,TV Creators,TV Networks,Directors,Composers,Orchestras,Conductors,Writers,Cast,TV Episodes,Production Companies,Production Countries,Producers,Cinematographers,Editors,Languages,Audio Tracks,Subtitles,Summary,Format,Edition,Film Rating,List Price,Color,Packaging,Budget,Sound,Aspect Ratio,Number Of Discs,Home Page,IMDB ID,UPC-EAN13,Trailer YouTube ID,Favorites,Rating,Physical Location,Status,Status Hidden,Date Finished,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,TMDB ID,TV Season,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
0.5毫米,,,Movie,,,,196,,2014,2014/11/08,,,,,,剧情,,,Momoko Ando,,,,,"[{""actor"":""Sakura Ando"",""character"":""Sawa""},{""actor"":""Junkichi Orimoto"",""character"":""Shozo Kataoka""},{""actor"":""Toshio Sakata"",""character"":""Shigeru""},{""actor"":""Masahiko Tsugawa"",""character"":""Yoshio Makabe""},{""actor"":""Akira Emoto"",""character"":""Takeshi Sasaki""},{""actor"":""Mitsuko Kusabue"",""character"":""Shizue Makabe""},{""actor"":""Nozomi Tsuchiya"",""character"":""Makoto Kataoka""},{""actor"":""Midori Kiuchi"",""character"":""Yukiko Kataoka""},{""actor"":""Kazue Tsunogae"",""character"":""Hamada""},{""actor"":""Miyoko Asada"",""character"":""Hisako""},{""actor"":""Bengal"",""character"":""Sueo Saito""},{""actor"":""Masahiro Higashide"",""character"":""Karaoke Clerk""}]",,,,,,,日语,,,在某老人护理机构供职的山岸佐和（安藤樱 饰）长久以来一直照顾生活不能自理的老人昭三（织本顺吉 饰）。某天昭三的女儿向其提出一个匪夷所思的要求，虽然有些勉强，佐和还是应承了下来，谁曾想这一决定竟彻底改变了她的命运。突如其来的灾难让佐和丢掉了工作，进而流落街头。在四处闲逛的时候，她先后邂逅了康夫（井上龙夫 饰）、阿茂（坂田利夫 饰）、义男（津川雅彦 饰）等有着各种各样怪癖和坏毛病的老年人。佐和就像恶意满满的魔女，不由分说闯入老人们的生活。她霸道地纠正老人们的恶习，却也为他们带来了久违的关怀……本片根据导演安藤桃子依据自身护理经验撰写的小说改编。,,,,,,,,,,,,tt3825360,,,0,0.000000,,Not Watched,0,,,,,,0,,,,,2021/11/26 17:38:53.172588825,,,,,,,,279186,,,0,0,0,,,
007：大破天幕杀机,Skyfall,,Movie,,007系列,,143,,2012,2012/10/25,,,,,,"惊悚,冒险,动作",,,Sam Mendes,,,,"Neal Purvis,Ian Fleming,John Logan,Robert Wade","[{""actor"":""Daniel Craig"",""character"":""James Bond""},{""actor"":""Judi Dench"",""character"":""M""},{""actor"":""Javier Bardem"",""character"":""Silva""},{""actor"":""Ralph Fiennes"",""character"":""Gareth Mallory \/ M""},{""actor"":""Naomie Harris"",""character"":""Eve Moneypenny""},{""actor"":""Bérénice Marlohe"",""character"":""Sévérine""},{""actor"":""Albert Finney"",""character"":""Kincade""},{""actor"":""Ben Whishaw"",""character"":""Q""},{""actor"":""Rory Kinnear"",""character"":""Bill Tanner""},{""actor"":""Ola Rapace"",""character"":""Patrice""},{""actor"":""Helen McCrory"",""character"":""Clair Dowar""},{""actor"":""Nicholas Woodeson"",""character"":""Doctor Hall""},{""actor"":""Bill Buckhurst"",""character"":""Ronson""},{""actor"":""Elize du Toit"",""character"":""Vanessa""},{""actor"":""Ian Bonar"",""character"":""MI6 Technician""},{""actor"":""Tonia Sotiropoulou"",""character"":""Bond's Lover""},{""actor"":""Wolf Blitzer"",""character"":""CNN News Anchor""},{""actor"":""Jens Hultén"",""character"":""Silva's Henchman""},{""actor"":""Anthony O'Donnell"",""character"":""Commuter Husband""},{""actor"":""Jo Cameron Brown"",""character"":""Commuter Wife""},{""actor"":""Peter Basham"",""character"":""Vauxhall Bridge Police Guard""},{""actor"":""Ben Loyd-Holmes"",""character"":""Vauxhall Bridge Police Guard""},{""actor"":""Orion Lee"",""character"":""Shanghai Barman""},{""actor"":""Yennis Cheung"",""character"":""Floating Dragon Cashier""},{""actor"":""Lee Nicholas Harris"",""character"":""Armed Police Officer""},{""actor"":""Dave Wong"",""character"":""Shanghai Art Collector""},{""actor"":""Burt Caesar"",""character"":""Inquiry Member""},{""actor"":""Vander McLeod"",""character"":""MI6 Agent (uncredited)""}]",,"B23,Columbia Pictures,United Artists,Danjaq,Metro-Goldwyn-Mayer,Eon Productions","美国,英国","Michael G. Wilson,Barbara Broccoli",,Stuart Baird,英语,,,数月前军情六处一块记载了潜伏于全世界恐怖组织内部所有特工名单信息的硬盘丢失，而追索硬盘的行动也以失败告终。在此之后，行动主要负责人M（朱迪·丹奇 Judi Dench 饰）被高层解雇，而军情六处也遭到惨烈的袭击，伤亡惨重。为了查到幕后真凶，M召来佯死的传奇特工詹姆士·邦德（丹尼尔·克雷格 Daniel Craig 饰）。经过一轮严苛的特训和测试，邦德重新服役。在伊芙（娜奥米·哈里斯 Naomie Harris 饰）和新搭档Q（本·卫肖 Ben Whishaw 饰）的协助下，邦德追寻着某前CIA特工的踪迹来到繁华大都会上海。 在这一过程中，特工的名单不断泄露，而邦德最新一次的生死冒险也拉开序幕……,,,PG-13,,,,,,,,,tt1074638,,n_SapDJT2-I,0,0.000000,,Not Watched,,,,,,,0,,,,,2020/01/12 04:41:24.038215160,,,,,,,,37724,,Action 动作,0,,0,,,
007：大战皇家赌场,Casino Royale,,Movie,,007系列,,144,,2006,2006/11/14,,,,,,"惊悚,冒险,动作",,,Martin Campbell,,,,"Neal Purvis,Paul Haggis,Ian Fleming,Robert Wade","[{""actor"":""Daniel Craig"",""character"":""James Bond""},{""actor"":""Eva Green"",""character"":""Vesper Lynd""},{""actor"":""Mads Mikkelsen"",""character"":""Le Chiffre""},{""actor"":""Judi Dench"",""character"":""M""},{""actor"":""Jeffrey Wright"",""character"":""Felix Leiter""},{""actor"":""Giancarlo Giannini"",""character"":""René Mathis""},{""actor"":""Caterina Murino"",""character"":""Solange Dimitrios""},{""actor"":""Simon Abkarian"",""character"":""Alex Dimitrios""},{""actor"":""Isaach De Bankolé"",""character"":""Steven Obanno""},{""actor"":""Jesper Christensen"",""character"":""Mr. White""},{""actor"":""Ivana Miličević"",""character"":""Valenka""},{""actor"":""Tobias Menzies"",""character"":""Villiers""},{""actor"":""Claudio Santamaria"",""character"":""Carlos""},{""actor"":""Sebastien Foucan"",""character"":""Mollaka""},{""actor"":""Malcolm Sinclair"",""character"":""Dryden""},{""actor"":""Richard Sammel"",""character"":""Adolph Gettler""},{""actor"":""Ludger Pistor"",""character"":""Mendel""},{""actor"":""Joseph Millson"",""character"":""Carter""},{""actor"":""Darwin Shaw"",""character"":""Fisher""},{""actor"":""Clemens Schick"",""character"":""Kratt""},{""actor"":""Emmanuel Avena"",""character"":""Leo""},{""actor"":""Tom Chadbon"",""character"":""Stockbroker""},{""actor"":""Ade"",""character"":""Infante""},{""actor"":""Urbano Barberini"",""character"":""Tomelli""},{""actor"":""Tsai Chin"",""character"":""Madame Wu""},{""actor"":""Lazar Ristovski"",""character"":""Kaminofsky""},{""actor"":""Veruschka von Lehndorff"",""character"":""Gräfin von Wallenstein""},{""actor"":""Charlie Levi Leroy"",""character"":""Gallardo""},{""actor"":""Tom So"",""character"":""Fukutu""},{""actor"":""Andreas Daniel"",""character"":""Dealer""},{""actor"":""Carlos Leal"",""character"":""Tournament Director""},{""actor"":""Christina Cole"",""character"":""Ocean Club Receptionist""},{""actor"":""Jürgen Tarrach"",""character"":""Schultz""},{""actor"":""John Gold"",""character"":""Card Players""},{""actor"":""Jerry Inzerillo"",""character"":""Card Players""},{""actor"":""Diane Hartford"",""character"":""Card Players""},{""actor"":""Jessica Miller"",""character"":""Dealer""},{""actor"":""Leo Stransky"",""character"":""Tall Man""},{""actor"":""Paul Bhattacharjee"",""character"":""Hot Room Doctors""},{""actor"":""Crispin Bonham-Carter"",""character"":""Hot Room Doctors""},{""actor"":""Simon Cox"",""character"":""Hot Room Technicians""},{""actor"":""Rebecca Gethings"",""character"":""Hot Room Technicians""},{""actor"":""Peter Notley"",""character"":""MI6 Technician""},{""actor"":""John Chancer"",""character"":""Police Commander""},{""actor"":""Peter Brooke"",""character"":""Airport Policemen""},{""actor"":""Jason Durran"",""character"":""Airport Policemen""},{""actor"":""Robert Jezek"",""character"":""Arresting Officer""},{""actor"":""Robert G. Slade"",""character"":""Pilot""},{""actor"":""Félicité Du Jeu"",""character"":""French News Reporter""},{""actor"":""Michaela Ochotská"",""character"":""Shop Assistant""},{""actor"":""Michael Offei"",""character"":""Obanno's Lieutenant""},{""actor"":""Makhoudia Diaw"",""character"":""Obanno's Liaison""},{""actor"":""Michael G. Wilson"",""character"":""Chief of Police""},{""actor"":""Martina Duravolá"",""character"":""Police Chief's Girlfriends""},{""actor"":""Marcela Martincáková"",""character"":""Police Chief's Girlfriends""},{""actor"":""Vladimir Kulhavy"",""character"":""Croatian General""},{""actor"":""Valentine Nonyela"",""character"":""Nambutu Embassy Official""},{""actor"":""Dusan Pelech"",""character"":""Bartender""},{""actor"":""Phil Meheux"",""character"":""Treasury Bureaucrat""},{""actor"":""Alessandra Ambrosio"",""character"":""Tennis Girls""},{""actor"":""Veronika Hladikova"",""character"":""Tennis Girls""},{""actor"":""Regina Gabajová"",""character"":""Hotel Splendide Clerk""},{""actor"":""Olutunji Ebun-Cole"",""character"":""Cola Kid""},{""actor"":""Martin Učík"",""character"":""Barman""},{""actor"":""Vlastina Svátková"",""character"":""Waitress""},{""actor"":""Miroslav Šimůnek"",""character"":""Disapproving Man""},{""actor"":""Ivan G'Vera"",""character"":""Venice Hotel Concierge""},{""actor"":""Jirí Lenc"",""character"":""Hotel Splendide Limo Driver""},{""actor"":""Jaroslav Jankovsky"",""character"":""Hermitage Waiter""},{""actor"":""Richard Branson"",""character"":""Man at Airport Security (uncredited)""},{""actor"":""Martin Campbell"",""character"":""Airport Worker (uncredited)""},{""actor"":""Tara Cardinal"",""character"":""Woman in Casino (uncredited)""},{""actor"":""Ben Cooke"",""character"":""MI6 Agent (uncredited)""},{""actor"":""Nigel Pilkington"",""character"":""Croupier (uncredited)""},{""actor"":""Simona Roman"",""character"":""Dossier Girl (uncredited)""},{""actor"":""Victor Sobchak"",""character"":""Barmen & Driver (uncredited)""},{""actor"":""Valarie Trapp"",""character"":""Young Woman in Casino (uncredited)""},{""actor"":""Greg Bennett"",""character"":""Airport Driver, Miami (uncredited)""}]",,"Eon Productions,Columbia Pictures,Stillking Films,Danjaq,Metro-Goldwyn-Mayer,Babelsberg Film","捷克,英国,美国,德国","Michael G. Wilson,Barbara Broccoli",,Stuart Baird,"法语,英语",,,英国军情六处特工詹姆斯•邦德（丹尼尔•克雷格饰）这一次的任务是在赌场上赢取俄罗斯间谍手中的巨额财富，让其背后的恐怖组织势力无法达成阴谋并且击垮恐怖组织。这次，邦德有了一个漂亮的得力女助手琳德（伊娃•格林饰）。邦德经过了赌场上的种种训练，最终来到了皇家赌场。随着赌注越来越大，这场赌局也愈来愈显示出背后交错的阴谋。邦德甚至险些死于非命。在共同的合作中，邦德和琳德不知不觉拥有了信任和默契，这种感情，将会何去何从呢？,,,PG-13,,,,,,,,,tt0381061,,,0,0.000000,,Not Watched,,,,,,,0,,,,,2020/01/12 04:41:28.882318019,,,,,,,,36557,,Action 动作,0,,0,,,
007：无暇赴死,,,Movie,,,,163,,2021,2021/09/29,,,,,,"惊悚,冒险,动作",,,Cary Joji Fukunaga,,,,,"[{""actor"":""Daniel Craig"",""character"":""James Bond""},{""actor"":""Rami Malek"",""character"":""Lyutsifer Safin""},{""actor"":""Léa Seydoux"",""character"":""Dr. Madeleine Swann""},{""actor"":""Ralph Fiennes"",""character"":""M""},{""actor"":""Ben Whishaw"",""character"":""Q""},{""actor"":""Lashana Lynch"",""character"":""Nomi""},{""actor"":""Naomie Harris"",""character"":""Eve Moneypenny""},{""actor"":""Jeffrey Wright"",""character"":""Felix Leiter""},{""actor"":""Christoph Waltz"",""character"":""Ernst Stavro Blofeld""},{""actor"":""Billy Magnussen"",""character"":""Logan Ash""},{""actor"":""Ana de Armas"",""character"":""Paloma""},{""actor"":""David Dencik"",""character"":""Valdo Obruchev""},{""actor"":""Rory Kinnear"",""character"":""Bill Tanner""},{""actor"":""Dali Benssalah"",""character"":""Primo (Cyclops)""},{""actor"":""Brigitte Millar"",""character"":""Vogel""},{""actor"":""Coco Sumner"",""character"":""Bodyguard""},{""actor"":""Amor Evans"",""character"":""Cuban Waitress""},{""actor"":""Michael Herne"",""character"":""Spectre Guest""},{""actor"":""Lourdes Faberes"",""character"":""Spectre Agent""},{""actor"":""Gordon Alexander"",""character"":""Lab Technician""},{""actor"":""Lisa-Dorah Sonnet"",""character"":""Mathilde""},{""actor"":""Maya Khosrowshahi"",""character"":""""},{""actor"":""Hugh Dennis"",""character"":""Dr. Hardy""},{""actor"":""Priyanga Burford"",""character"":""Dr. Symes""},{""actor"":""Nicola Olivieri"",""character"":""Cemetery Caretaker""},{""actor"":""Pio Amato"",""character"":""Cemetery Attendant""},{""actor"":""Andrei Nova"",""character"":""Bunker Guard""},{""actor"":""Coline Defaud"",""character"":""Young Madeleine""},{""actor"":""Mathilde Bourbin"",""character"":""Madeleine's Mother""},{""actor"":""Gediminas Adomaitis"",""character"":""Blofeld's Right Hand Man""},{""actor"":""Amy Morgan"",""character"":""Alison Smith""},{""actor"":""Lizzie Winkler"",""character"":""Sarah Jones""},{""actor"":""Andy Cheung"",""character"":""Chinese Businessman""},{""actor"":""Hayden Phillips"",""character"":""Sir Sebastian D'ath""},{""actor"":""Joe Grossi"",""character"":""Hotel Porter""},{""actor"":""Javone Prince"",""character"":""MI6 Security Guard""},{""actor"":""Rae Lim"",""character"":""Spectre Agent""},{""actor"":""Steve Barnett"",""character"":""Spectre Agent""},{""actor"":""Tuncay Gunes"",""character"":""Spectre Agent""},{""actor"":""Clem So"",""character"":""Spectre Agent""},{""actor"":""Denis Khoroshko"",""character"":""Spectre Agent""},{""actor"":""Philip Philmar"",""character"":""Spectre Agent""},{""actor"":""Raymond Waring"",""character"":""Spectre Agent""},{""actor"":""Eliot Sumner"",""character"":""Spectre Guard""},{""actor"":""Rod Hunt"",""character"":""Spectre Guard""},{""actor"":""Ahmed Bakare"",""character"":""Spectre VIP Guest""},{""actor"":""Douglas Bunn"",""character"":""Spectre Member""},{""actor"":""Toby Sauerback"",""character"":""Guard""},{""actor"":""Julian Ferro"",""character"":""MI6 Security Guard""},{""actor"":""David Olawale Ayinde"",""character"":""Spectre Party Guest""},{""actor"":""Zoltan Rencsar"",""character"":""Spectre Bodyguard""},{""actor"":""Ross Donnelly"",""character"":""Hotel Guest""},{""actor"":""John Farrer"",""character"":""Card Player""},{""actor"":""Paul O'Kelly"",""character"":""Safin Henchman""},{""actor"":""Michael G. Wilson"",""character"":""Spectre Party Guest""}]",,,,,,,"俄语,西班牙语,意大利语,英语,法语",,,邦德已经退役，正在牙买加享受平静的生活。当他在中央情报局的老朋友菲利克斯莱特出现向他寻求帮助时，他短暂的平静随之告终。营救一名被绑架的科学家的任务比预期的要危险得多，并且这让邦德碰上了一个拥有危险新技术的神秘反派。,,,PG-13,,,,,,,,,tt2382320,,,0,0.000000,,Not Watched,0,,,,,,0,,,,,2021/11/16 11:42:39.826323032,,,,,,,,370172,,,0,0,0,,,
007：幽灵党,Spectre,,Movie,,007系列,,148,,2015,2015/10/26,,,,,,"犯罪,冒险,动作",,,Sam Mendes,,,,"Neal Purvis,Robert Wade,Ian Fleming,John Logan,Jez Butterworth","[{""actor"":""Daniel Craig"",""character"":""James Bond""},{""actor"":""Christoph Waltz"",""character"":""Ernst Stavro Blofeld""},{""actor"":""Léa Seydoux"",""character"":""Dr. Madeleine Swann""},{""actor"":""Ralph Fiennes"",""character"":""Gareth Mallory \/ M""},{""actor"":""Naomie Harris"",""character"":""Eve Moneypenny""},{""actor"":""Ben Whishaw"",""character"":""Q""},{""actor"":""Monica Bellucci"",""character"":""Lucia Sciarra""},{""actor"":""Dave Bautista"",""character"":""Mr. Hinx""},{""actor"":""Andrew Scott"",""character"":""Max Denbigh \/ C""},{""actor"":""Rory Kinnear"",""character"":""Bill Tanner""},{""actor"":""Jesper Christensen"",""character"":""Mr. White""},{""actor"":""Alessandro Cremona"",""character"":""Marco Sciarra""},{""actor"":""Stephanie Sigman"",""character"":""Estrella""},{""actor"":""Tenoch Huerta"",""character"":""Mexican Man in Lift""},{""actor"":""Adriana Paz"",""character"":""Mexican Woman in Lift""},{""actor"":""Domenico Fortunato"",""character"":""Gallo""},{""actor"":""Marco Zingaro"",""character"":""Gallo's Accomplice""},{""actor"":""Stefano Elfi DiClaudia"",""character"":""Gallo's Accomplice""},{""actor"":""Ian Bonar"",""character"":""Q's Assistant""},{""actor"":""Tam Williams"",""character"":""Moneypenny's Boyfriend""},{""actor"":""Richard Banham"",""character"":""Blofeld's London Helicopter Pilot""},{""actor"":""Pip Carter"",""character"":""SC019 Police Commander""},{""actor"":""Simon Lenagan"",""character"":""SC019 Police Officer""},{""actor"":""Alessandro Bressanello"",""character"":""Priest""},{""actor"":""Marc Zinga"",""character"":""Moreau""},{""actor"":""Brigitte Millar"",""character"":""Vogel""},{""actor"":""Adel Bencherif"",""character"":""Abrika""},{""actor"":""Gediminas Adomaitis"",""character"":""Blofeld's Right Hand Man""},{""actor"":""Peppe Lanzetta"",""character"":""Lorenzo""},{""actor"":""Francesco Arca"",""character"":""Francesco""},{""actor"":""Matteo Taranto"",""character"":""Marco""},{""actor"":""Emilio Aniba"",""character"":""Palazzo Security""},{""actor"":""Benito Sagredo"",""character"":""Guerra""},{""actor"":""Dai Tabuchi"",""character"":""Businessman""},{""actor"":""George Lasha"",""character"":""Businessman""},{""actor"":""Sargon Yelda"",""character"":""Businessman""},{""actor"":""Andy Cheung"",""character"":""Businessman""},{""actor"":""Erick Hayden"",""character"":""Marshall""},{""actor"":""Oleg Mirochnikov"",""character"":""Valerian""},{""actor"":""Antonio Salines"",""character"":""Fiat Driver""},{""actor"":""Miloud Mourad Benamara"",""character"":""Street Sweeper""},{""actor"":""Gido Schimanski"",""character"":""Chairman""},{""actor"":""Nigel Barber"",""character"":""Head of Nation""},{""actor"":""Patrice Naiambana"",""character"":""Head of Nation""},{""actor"":""Stephane Cornicard"",""character"":""Head of Nation""},{""actor"":""Gary Fannin"",""character"":""Head of Nation""},{""actor"":""Sadao Ueda"",""character"":""Head of Nation""},{""actor"":""Phillip Law"",""character"":""Head of Nation""},{""actor"":""Wai Wong"",""character"":""Head of Nation""},{""actor"":""Joseph Balderrama"",""character"":""Head of Nation""},{""actor"":""Eiji Mihara"",""character"":""Aide""},{""actor"":""Junichi Kajioka"",""character"":""Aide""},{""actor"":""Victor Schefé"",""character"":""Clinic Barman""},{""actor"":""Harald Windisch"",""character"":""Clinic Security Guard""},{""actor"":""Tristan Matthiae"",""character"":""Clinic Security Guard""},{""actor"":""Detlef Bothe"",""character"":""Cable Car Heavy""},{""actor"":""Bodo Friesecke"",""character"":""Cable Car Heavy""},{""actor"":""Wilhem Iben"",""character"":""Syringe Heavy""},{""actor"":""Noemi Krausz"",""character"":""Snowboarder""},{""actor"":""Noah Saavedra"",""character"":""Snowboarder""},{""actor"":""Francis Attakpah"",""character"":""Snowboarder""},{""actor"":""Michael Glantschnig"",""character"":""Snowboarder""},{""actor"":""Marlon Boess"",""character"":""Snowboarder""},{""actor"":""Marie Wohlmuth"",""character"":""Snowboarder""},{""actor"":""Lili Epply"",""character"":""Snowboarder""},{""actor"":""Konstantin Gerlach"",""character"":""Snowboarder""},{""actor"":""Lara Parmiani"",""character"":""L'Americain Manater""},{""actor"":""Umit Ulgen"",""character"":""Train Guard""},{""actor"":""Amra Mallassi"",""character"":""Train Waiter""},{""actor"":""Ziad Abaza"",""character"":""Train Barman""},{""actor"":""Walid Mumuni"",""character"":""Blofeld's Chauffeur""},{""actor"":""Derek Horsham"",""character"":""Blofeld's Guard""},{""actor"":""Nari Blair-Mangat"",""character"":""Blofeld's Guard""},{""actor"":""Michael White"",""character"":""Blofeld's Butler""},{""actor"":""Adam McGrady"",""character"":""Blofeld's Waiter""},{""actor"":""Nader Dernaika"",""character"":""Blofeld's Analyst""},{""actor"":""Pezhmaan Alinia"",""character"":""Blofeld's Chief Analyst""},{""actor"":""Judi Dench"",""character"":""M (uncredited)""},{""actor"":""Neve Gachev"",""character"":""Clinic Patron (uncredited)""},{""actor"":""Kim Adis"",""character"":""Lair Staff (uncredited)""},{""actor"":""Maurisa Selene Coleman"",""character"":""Mexican Sprite (uncredited)""}]",,"B24,Columbia Pictures,Danjaq,Metro-Goldwyn-Mayer,Eon Productions","美国,英国","Michael G. Wilson,Barbara Broccoli",,Lee Smith,"法语,西班牙语,英语,德语,意大利语",,,一个来自过去的加密信息让詹姆斯·邦德开始了一个神秘任务，从墨西哥城到最终的罗马，在那儿他邂逅了美艳的露琪亚·斯琪拉，而她则是一名臭名昭著的意大利黑手党寡妇。邦德潜入到了一个密会中，揭开了一个名叫“幽灵党”的邪恶组织背后的秘密。然而，远在伦敦的国家安全中心的新任负责人马克思·登彼怀疑邦德这次行动的目的，并挑战M掌权的军情六处的地位。邦德暗中召集了钱班霓和Q博士，协助他寻找他宿敌的女儿——玛德琳·斯旺的下落，玛德琳·斯旺手里握有解开幽灵党秘密的线索。作为一名杀手的女儿，斯旺比绝大多数人更了解邦德。正当邦德冒险潜入“幽灵党”中心时，他得知自己与他寻找的敌人之间有着骇人的联系……,,,,,,,,,,,,tt2379713,,pFAjh7MzLEQ,0,0.000000,,Not Watched,,,,,,,0,,,,,2020/01/12 04:41:14.134511947,,,,,,,,206647,,Action 动作,0,,0,,,
007之黄金眼,GoldenEye,,Movie,,007系列,,130,,1995,1995/11/16,,,,,,"惊悚,冒险,动作",,,Martin Campbell,,,,"Michael France,Ian Fleming,Jeffrey Caine,Bruce Feirstein","[{""actor"":""Pierce Brosnan"",""character"":""James Bond""},{""actor"":""Sean Bean"",""character"":""Alec Trevelyan""},{""actor"":""Izabella Scorupco"",""character"":""Natalya Fyodorovna Simonova""},{""actor"":""Famke Janssen"",""character"":""Xenia Onatopp""},{""actor"":""Joe Don Baker"",""character"":""Jack Wade""},{""actor"":""Judi Dench"",""character"":""M""},{""actor"":""Gottfried John"",""character"":""General Arkady Grigorovich Ourumov""},{""actor"":""Robbie Coltrane"",""character"":""Valentin Dmitrovich Zukovsky""},{""actor"":""Alan Cumming"",""character"":""Boris Grishenko""},{""actor"":""Tchéky Karyo"",""character"":""Defense Minister Dmitri Mishkin""},{""actor"":""Desmond Llewelyn"",""character"":""Q""},{""actor"":""Samantha Bond"",""character"":""Miss Moneypenny""},{""actor"":""Michael Kitchen"",""character"":""Bill Tanner""},{""actor"":""Serena Gordon"",""character"":""Caroline""},{""actor"":""Simon Kunz"",""character"":""Severnaya Duty Officer""},{""actor"":""Billy J. Mitchell"",""character"":""Admiral Chuck Farrell""},{""actor"":""Constantine Gregory"",""character"":""Computer Store Manager""},{""actor"":""Minnie Driver"",""character"":""Irina""},{""actor"":""Michelle Arthur"",""character"":""Anna""},{""actor"":""Ravil Isyanov"",""character"":""Mig Pilot""},{""actor"":""Trevor Byfield"",""character"":""Train Driver""},{""actor"":""Mark Chapman"",""character"":""Casino Gambler (uncredited)""}]",,"Eon Productions,United Artists","美国,英国","Michael G. Wilson,Anthony Waye,Barbara Broccoli",,Terry Rawlings,"西班牙语,俄语,英语",,,黄金眼是苏联研制的用于发射电磁波破坏对方电子系统的攻击性卫星。与007一块出生入死的朋友艾里克死后突然复出，夺取了黄金眼，并密谋从伦敦银行电脑中转出巨款，然后利用黄金眼毁灭证据，007深入基地，并炸毁基地。此次冒险行动中，邦德必须寻找在苏联被劫走的黄金眼，那是一种带有电磁波的武器，是被一位叛变的苏联将军所偷。这项任务背后，最复杂的是邦德发现制造这次阴谋的歹徒是他的一位旧识及同僚，他是英国籍的探员006，他计划使用这项武器引起全球金融的瓦解，藉此增加财富。同时，邦德遇见美艳女郎的西娜·奥纳托，她是一位变态的歹徒，并用尽一切方法对付007。另一位新进的邦德女郎是娜塔丽娅，她协助邦德打败006。,,,PG-13,,,,,,,,,tt0113189,,,0,0.000000,,Not Watched,,,,,,,0,,,,,2020/01/12 04:41:32.283365964,,,,,,,,710,,Action 动作,0,,0,,,
